northshire cleric	ragnaros, lightlord	4
tracking	finja, the flying star	4
bloodsail corsair	bloodsail cultist	4
light's justice	bloodsail raider	4
arcane intellect	echo of medivh	4
mistress of mixtures	armored warhorse	4
buccaneer	tomb spider	4
flame juggler	saboteur	4
flame juggler	blizzard	4
swashburglar	thoughtsteal	4
kirin tor mage	counterspell	4
frostbolt	eater of secrets	4
jade idol	force of nature	4
argent horserider	dark iron skulker	4
bloodsail corsair	zoobot	4
innervate	southsea deckhand	4
young priestess	pompous thespian	4
young priestess	daring reporter	4
undercity huckster	slam	4
sir finley mrrgglton	loatheb	4
sir finley mrrgglton	unbound elemental	4
bear trap	rat pack	4
mistress of mixtures	don han'cho	4
shaku, the collector	bloodsail corsair	4
bloodsail corsair	edwin vancleef	4
huge toad	ancient shade	4
far sight	gadgetzan auctioneer	4
repentance	coghammer	4
totem golem	ancestral healing	4
wrath	faceless manipulator	4
si:7 agent	dark iron skulker	4
sir finley mrrgglton	alexstrasza	4
pompous thespian	sea giant	4
flame imp	kazakus	4
dread corsair	eviscerate	4
elemental destruction	y'shaarj, rage unbound	4
squirming tentacle	shadow word: pain	4
squirming tentacle	northshire cleric	4
bilefin tidehunter	tomb spider	4
jeweled scarab	master jouster	4
mad bomber	bomb squad	4
holy smite	resurrect	4
flame juggler	frigid snobold	4
garrison commander	blowgill sniper	4
garrison commander	argent squire	4
medivh's valet	arcane anomaly	4
medivh's valet	forbidden flame	4
argent squire	spiked hogrider	4
garrison commander	cabalist's tome	4
king's elekk	worgen infiltrator	4
friendly bartender	shadow word: death	4
loot hoarder	bog creeper	4
kobold geomancer	kabal chemist	4
kobold geomancer	blizzard	4
wild pyromancer	burgly bully	4
wild pyromancer	harvest golem	4
wild pyromancer	tomb spider	4
wild pyromancer	blackwing corruptor	4
smuggler's run	light's champion	4
smuggler's run	kooky chemist	4
blowgill sniper	pompous thespian	4
grimestreet outfitter	tomb spider	4
arcane anomaly	flamewaker	4
gadgetzan ferryman	jade shuriken	4
gadgetzan ferryman	light's champion	4
arcane anomaly	toxic sewer ooze	4
argent squire	cutpurse	4
bloodmage thalnos	ancestor's call	4
murloc tidehunter	selfless hero	4
i know a guy	dirty rat	4
sir finley mrrgglton	lightbomb	4
deathlord	potion of madness	4
malchezaar's imp	reno jackson	4
arcane anomaly	bluegill warrior	4
amani berserker	aldor peacekeeper	4
voidwalker	power word: shield	4
backstab	cult sorcerer	4
hobart grapplehammer	bluegill warrior	4
power of the wild	menagerie warden	4
the coin	commanding shout	4
grimestreet outfitter	the curator	4
unbound elemental	lava burst	4
gadgetzan jouster	nerubian prophet	4
gadgetzan jouster	pint-sized summoner	4
wrath	soul of the forest	4
bloodsail raider	tomb pillager	4
faerie dragon	druid of the claw	4
mana tide totem	lava burst	4
twilight whelp	confuse	4
blackwing technician	sword of justice	4
counterfeit coin	bluegill warrior	4
soulfire	soulfire	4
soulfire	doomguard	4
coldlight oracle	si:7 agent	4
jade idol	stampeding kodo	4
river crocolisk	eaglehorn bow	4
kobold geomancer	twilight flamecaller	4
flame juggler	arcanite reaper	4
lowly squire	huge toad	4
garrison commander	flame juggler	4
garrison commander	pompous thespian	4
garrison commander	evil heckler	4
annoy-o-tron	archmage	4
annoy-o-tron	flamestrike	4
annoy-o-tron	archmage antonidas	4
murloc warleader	shadow sensei	4
arcane anomaly	divine strength	4
arcane anomaly	secretkeeper	4
fiery war axe	zoobot	4
twisted worgen	starfall	4
faceless shambler	abyssal enforcer	4
quick shot	knife juggler	4
mad bomber	ice rager	4
mad bomber	master jouster	4
jade idol	faerie dragon	4
twilight whelp	arcane missiles	4
young priestess	ancient of blossoms	4
ironfur grizzly	faerie dragon	4
cult sorcerer	barnes	4
cat trick	bluegill warrior	4
undercity huckster	jeweled scarab	4
tunnel trogg	disciple of c'thun	4
tunnel trogg	twin emperor vek'lor	4
beckoner of evil	evolve	4
worgen infiltrator	dispatch kodo	4
gadgetzan ferryman	north sea kraken	4
gadgetzan ferryman	dark iron skulker	4
swashburglar	mind control tech	4
buccaneer	gadgetzan auctioneer	4
bluegill warrior	meanstreet marshal	4
twilight whelp	wild growth	4
disciple of c'thun	twilight darkmender	4
muster for battle	murloc warleader	4
bilefin tidehunter	boneguard lieutenant	4
acidic swamp ooze	mark of nature	4
water elemental	river crocolisk	4
jeweled scarab	youthful brewmaster	4
infested tauren	bash	4
babbling book	cyclopian horror	4
light's justice	zealous initiate	4
mire keeper	druid of the claw	4
eaglehorn bow	bluegill warrior	4
faerie dragon	undercity huckster	4
dark peddler	medivh, the guardian	4
novice engineer	argent protector	4
silent knight	grimestreet enforcer	4
nerubian egg	unearthed raptor	4
gadgetzan ferryman	defias cleaner	4
jade swarmer	headcrack	4
flame imp	zealous initiate	4
azure drake	jade behemoth	4
kindly grandmother	deadly poison	4
dust devil	thing from below	4
dust devil	fireguard destroyer	4
jeweled scarab	bog creeper	4
living roots	sludge belcher	4
murloc tidehunter	abusive sergeant	4
flame juggler	savannah highmane	4
dire wolf alpha	bluegill warrior	4
sunfury protector	sunwalker	4
polluted hoarder	jeweled scarab	4
southsea deckhand	blackwing technician	4
southsea deckhand	living roots	4
mark of the lotus	mark of the lotus	4
lowly squire	cold blood	4
barnes	ancestral healing	4
raven idol	doomcaller	4
harvest golem	jade claws	4
flame juggler	refreshment vendor	4
living roots	master jouster	4
consecration	keeper of uldaman	4
mad bomber	firelands portal	4
undercity huckster	shattered sun cleric	4
undercity huckster	acolyte of pain	4
swashburglar	disciple of c'thun	4
kabal talonpriest	drakonid crusher	4
barnes	onyx bishop	4
jade swarmer	ragnaros the firelord	4
n'zoth's first mate	nourish	4
public defender	shield block	4
public defender	arcane giant	4
fiery war axe	arcane giant	4
river crocolisk	totem golem	4
blade of c'thun	fan of knives	4
weasel tunneler	betrayal	4
gadgetzan jouster	loot hoarder	4
devolve	y'shaarj, rage unbound	4
weasel tunneler	innervate	4
river crocolisk	drain life	4
sunfury protector	arcane intellect	4
sunfury protector	wild pyromancer	4
river crocolisk	mirror image	4
on the hunt	trogg beastrager	4
lightning storm	madam goya	4
si:7 agent	anub'arak	4
secretkeeper	grimestreet enforcer	4
secretkeeper	grimestreet protector	4
i know a guy	ironforge portal	4
bloodsail corsair	bash	4
tunnel trogg	doomguard	4
sir finley mrrgglton	noble sacrifice	4
powershot	unleash the hounds	4
fan of knives	jeweled scarab	4
gadgetzan jouster	midnight drake	4
huge toad	argent commander	4
kabal courier	arcanite reaper	4
ship's cannon	finja, the flying star	4
zealous initiate	undercity huckster	4
bladed cultist	kabal courier	4
trogg beastrager	arcane anomaly	4
arcane anomaly	houndmaster	4
explosive trap	arcane anomaly	4
knife juggler	spawn of shadows	4
knife juggler	second-rate bruiser	4
shadow madness	shadow word: death	4
southsea deckhand	malkorok	4
mistress of mixtures	grand crusader	4
smuggler's crate	garrison commander	4
loot hoarder	explorer's hat	4
sunfury protector	blizzard	4
huge toad	lotus assassin	4
argent horserider	kill command	4
flamewreathed faceless	ancestral spirit	4
boneguard lieutenant	argent horserider	4
flamewreathed faceless	hammer of twilight	4
doomsayer	reincarnate	4
gadgetzan ferryman	flame juggler	4
cloaked huntress	explorer's hat	4
worgen infiltrator	frothing berserker	4
n'zoth's first mate	worgen infiltrator	4
murloc tidecaller	lightning storm	4
mistress of pain	demonwrath	4
king's elekk	djinni of zephyrs	4
king's elekk	lorewalker cho	4
ship's cannon	edwin vancleef	4
on the hunt	bluegill warrior	4
animal companion	blackwing corruptor	4
argent squire	bear trap	4
bash	burgly bully	4
tunnel trogg	twisted worgen	4
sir finley mrrgglton	wrathion	4
smuggler's run	on the hunt	4
mistress of mixtures	tauren warrior	4
far sight	sunwalker	4
backstab	cult master	4
living roots	mechwarper	4
journey below	y'shaarj, rage unbound	4
fiery war axe	hogger	4
i know a guy	twilight summoner	4
beckoner of evil	ironforge portal	4
tracking	dire wolf alpha	4
innervate	argent horserider	4
murloc tidehunter	coliseum manager	4
babbling book	wild pyromancer	4
mistress of mixtures	spawn of n'zoth	4
fan of knives	antique healbot	4
mad bomber	hex	4
mad bomber	charged hammer	4
garrison commander	kvaldir raider	4
garrison commander	arcane missiles	4
patches the pirate	cyclopian horror	4
shadow strike	twilight drake	4
power of the wild	gnomish inventor	4
power of the wild	sen'jin shieldmasta	4
novice engineer	ironbark protector	4
shattered sun cleric	chillwind yeti	4
gadgetzan jouster	raging worgen	3
gadgetzan auctioneer	lava burst	3
mana tide totem	harrison jones	3
arcane blast	vaporize	3
journey below	arcane giant	3
journey below	spellbreaker	3
evolve	acidic swamp ooze	3
sunfury protector	leeroy jenkins	3
frostbolt	ethereal arcanist	3
frostbolt	stonesplinter trogg	3
nerubian prophet	acidic swamp ooze	3
buccaneer	flame juggler	3
nerubian prophet	toxic sewer ooze	3
nerubian prophet	stonesplinter trogg	3
buccaneer	earthen ring farseer	3
zombie chow	blood knight	3
zombie chow	volcanic drake	3
hired gun	lightwarden	3
toxic sewer ooze	firelands portal	3
cruel taskmaster	grommash hellscream	3
puddlestomper	kvaldir raider	3
puddlestomper	clockwork gnome	3
puddlestomper	polymorph	3
puddlestomper	huge toad	3
dark peddler	book wyrm	3
innervate	savagery	3
lightning bolt	totemic might	3
southsea deckhand	lightspawn	3
bluegill warrior	sacred trial	3
twilight whelp	greater arcane missiles	3
grimscale chum	meanstreet marshal	3
grimscale chum	keeper of uldaman	3
grimscale chum	argent squire	3
wickerflame burnbristle	forbidden healing	3
grimestreet outfitter	pompous thespian	3
youthful brewmaster	silver hand regent	3
youthful brewmaster	twilight drake	3
youthful brewmaster	lost tallstrider	3
youthful brewmaster	flamestrike	3
flame juggler	bloodmage thalnos	3
fiery war axe	skeram cultist	3
fiery war axe	ironbeak owl	3
twilight whelp	alley armorsmith	3
preparation	aya blackpaw	3
patches the pirate	violet teacher	3
patches the pirate	forgotten torch	3
twilight whelp	felfire potion	3
small-time buccaneer	unlicensed apothecary	3
shielded minibot	annoy-o-tron	3
knife juggler	sludge belcher	3
mistress of mixtures	flare	3
northshire cleric	deadly shot	3
mistress of mixtures	savannah highmane	3
mistress of mixtures	on the hunt	3
murloc tidecaller	puddlestomper	3
sir finley mrrgglton	lorewalker cho	3
sir finley mrrgglton	si:7 agent	3
sir finley mrrgglton	dark iron skulker	3
dark peddler	si:7 agent	3
jade claws	eternal sentinel	3
power overwhelming	emperor thaurissan	3
sir finley mrrgglton	xaril, poisoned mind	3
sir finley mrrgglton	demonwrath	3
power overwhelming	mind control tech	3
power overwhelming	power overwhelming	3
wyrmrest agent	faceless summoner	3
small-time buccaneer	fandral staghelm	3
doomsayer	weasel tunneler	3
avenge	aldor peacekeeper	3
grimscale oracle	puddlestomper	3
haunted creeper	tirion fordring	3
jeweled scarab	stormcrack	3
haunted creeper	aldor peacekeeper	3
northshire cleric	hellfire	3
bloodsail corsair	sylvanas windrunner	3
bloodsail corsair	lord jaraxxus	3
kazakus	faceless shambler	3
earth shock	ancestral knowledge	3
earth shock	earth elemental	3
earth shock	lava shock	3
small-time buccaneer	usher of souls	3
dark peddler	spellbender	3
gadgetzan jouster	azure drake	3
i know a guy	evil heckler	3
i know a guy	arathi weaponsmith	3
doomsayer	arcane shot	3
mirror image	cone of cold	3
living roots	keeper of the grove	3
zombie chow	power word: shield	3
flamecannon	flamestrike	3
flamecannon	azure drake	3
flamecannon	arcane explosion	3
flamecannon	polymorph	3
flamecannon	antique healbot	3
flamecannon	ice barrier	3
mistress of mixtures	shadow word: horror	3
arcane blast	rhonin	3
jeweled scarab	priest of the feast	3
jeweled scarab	wrathion	3
argent horserider	ancient of blossoms	3
dirty rat	shatter	3
argent horserider	equality	3
dirty rat	greater arcane missiles	3
twilight guardian	the curator	3
mire keeper	arcane giant	3
jade idol	weasel tunneler	3
rat pack	infested wolf	3
hellfire	sylvanas windrunner	3
hellfire	lord jaraxxus	3
mistress of mixtures	coldarra drake	3
zombie chow	annoy-o-tron	3
zombie chow	madder bomber	3
smuggler's crate	ancient of blossoms	3
mana wyrm	earthen ring farseer	3
mana wyrm	dragonkin sorcerer	3
kindly grandmother	zombie chow	3
kindly grandmother	multi-shot	3
webspinner	small-time buccaneer	3
amani berserker	chillwind yeti	3
amani berserker	jade shuriken	3
amani berserker	tournament attendee	3
cloaked huntress	glaivezooka	3
friendly bartender	nerubian egg	3
friendly bartender	ironforge rifleman	3
puddlestomper	twisted worgen	3
frostbolt	big-time racketeer	3
frostbolt	gadgetzan socialite	3
frostbolt	saboteur	3
mana wyrm	dark iron dwarf	3
small-time buccaneer	mechwarper	3
small-time buccaneer	seal of champions	3
dragon egg	druid of the saber	3
bloodmage thalnos	effigy	3
gilblin stalker	puddlestomper	3
grimestreet informant	inner rage	3
kabal courier	nefarian	3
grimestreet informant	whirlwind	3
shield block	princess huhuran	3
loot hoarder	servant of yogg-saron	3
acolyte of pain	silvermoon portal	3
feral spirit	harvest golem	3
dirty rat	don han'cho	3
tiny knight of evil	felguard	3
elise starseeker	blastcrystal potion	3
elise starseeker	netherspite historian	3
elise starseeker	kazakus	3
worgen infiltrator	small-time recruits	3
journey below	kabal talonpriest	3
shadow word: pain	sap	3
upgrade!	bloodhoof brave	3
brann bronzebeard	shadow madness	3
refreshment vendor	tunnel trogg	3
brann bronzebeard	weasel tunneler	3
small-time buccaneer	kara kazham!	3
mistress of mixtures	kun the forgotten king	3
twilight whelp	twisting nether	3
shadow word: pain	jade claws	3
forgotten torch	kabal chemist	3
beckoner of evil	second-rate bruiser	3
doomsayer	savannah highmane	3
sir finley mrrgglton	cruel taskmaster	3
possessed villager	tentacle of n'zoth	3
mortal coil	alleycat	3
corruption	forbidden ritual	3
dirty rat	excavated evil	3
wyrmrest agent	ivory knight	3
shiv	brann bronzebeard	3
shiv	earthen ring farseer	3
flame juggler	sea giant	3
small-time buccaneer	sunfury protector	3
northshire cleric	soulfire	3
ice lance	reno jackson	3
jade lightning	twilight drake	3
jade lightning	emperor thaurissan	3
ice lance	ice lance	3
acidic swamp ooze	dr, boom	3
sacred trial	competitive spirit	3
sacred trial	equality	3
sacred trial	truesilver champion	3
mana wyrm	violet teacher	3
loot hoarder	chillmaw	3
thoughtsteal	cabal shadow priest	3
thoughtsteal	ragnaros the firelord	3
thoughtsteal	justicar trueheart	3
blackwing technician	consecration	3
fierce monkey	grommash hellscream	3
dark peddler	tournament attendee	3
small-time buccaneer	void terror	3
mistress of mixtures	auctionmaster beardo	3
swashburglar	demonfire	3
twilight whelp	n'zoth, the corruptor	3
mortal coil	void terror	3
barnes	jade spirit	3
barnes	jade lightning	3
barnes	evolve	3
innervate	mukla's champion	3
innervate	prince malchezaar	3
jade idol	sunwalker	3
loot hoarder	holy fire	3
flamecannon	arcane intellect	3
zombie chow	bloodmage thalnos	3
zombie chow	azure drake	3
barnes	ice barrier	3
zombie chow	ice barrier	3
avenge	n'zoth, the corruptor	3
forgotten torch	shatter	3
worgen infiltrator	bomb lobber	3
worgen infiltrator	stormpike commando	3
worgen infiltrator	arcane intellect	3
tunnel trogg	water elemental	3
spirit claws	drakonid operative	3
stonesplinter trogg	argent horserider	3
mana wyrm	fel orc soulfiend	3
mana wyrm	infested tauren	3
frostbolt	gilblin stalker	3
swashburglar	hired gun	3
swashburglar	bomb squad	3
worgen infiltrator	gilblin stalker	3
worgen infiltrator	clockwork gnome	3
second-rate bruiser	elven archer	3
shield block	lorewalker cho	3
shield block	frostbolt	3
blackwing corruptor	defender of argus	3
blackwing corruptor	ysera	3
blackwing corruptor	blackwing corruptor	3
garrison commander	holy smite	3
novice engineer	feral rage	3
patches the pirate	stormforged axe	3
earthen ring farseer	ethereal conjurer	3
runic egg	mounted raptor	3
small-time buccaneer	blade of c'thun	3
barnes	barnes	3
doomsayer	drakonid crusher	3
barnes	flametongue totem	3
clockwork gnome	zealous initiate	3
kooky chemist	pompous thespian	3
kooky chemist	faerie dragon	3
clockwork gnome	razorfen hunter	3
clockwork gnome	kooky chemist	3
gilblin stalker	kabal chemist	3
gilblin stalker	loot hoarder	3
river crocolisk	master of evolution	3
elven archer	chillwind yeti	3
flame imp	ravenholdt assassin	3
flame imp	pint-size potion	3
flame imp	dragonling mechanic	3
living roots	harvest golem	3
argent horserider	harvest golem	3
argent horserider	cogmaster	3
argent horserider	shadow strike	3
argent horserider	piloted shredder	3
huge toad	kabal chemist	3
flame juggler	silver hand regent	3
flame juggler	seal of champions	3
flame juggler	mukla's champion	3
flame imp	volcanic drake	3
flame juggler	moat lurker	3
journey below	mark of nature	3
jade swarmer	flame juggler	3
shadow word: pain	leeroy jenkins	3
bloodmage thalnos	ancestral spirit	3
ethereal conjurer	shield slam	3
ethereal conjurer	shield block	3
ethereal conjurer	ravaging ghoul	3
bloodmage thalnos	flame imp	3
doomsayer	elven archer	3
dirty rat	malchezaar's imp	3
patches the pirate	excavated evil	3
loot hoarder	kabal lackey	3
loot hoarder	cryomancer	3
shadow bolt	azure drake	3
doomsayer	dragon egg	3
volcanic potion	dark peddler	3
grimestreet outfitter	stampeding kodo	3
smuggler's run	twilight drake	3
ancient watcher	ragnaros the firelord	3
blackwing technician	mountain giant	3
ancient watcher	leeroy jenkins	3
lightwarden	shadow word: death	3
flame juggler	shadow word: death	3
lightning bolt	lotus illusionist	3
argent horserider	kabal talonpriest	3
argent horserider	kodorider	3
micro machine	stonesplinter trogg	3
museum curator	flame juggler	3
museum curator	dire wolf alpha	3
gadgetzan socialite	power word: shield	3
twilight elder	mortal coil	3
mire keeper	ragnaros the firelord	3
smuggler's crate	barnes	3
twilight whelp	darkshire councilman	3
voidwalker	c'thun	3
kor'kron elite	cleave	3
small-time buccaneer	krul the unshackled	3
netherspite historian	raven idol	3
small-time recruits	acolyte of pain	3
small-time recruits	grimestreet enforcer	3
small-time recruits	doppelgangster	3
small-time buccaneer	servant of yogg-saron	3
backstab	inner rage	3
small-time buccaneer	corruption	3
small-time buccaneer	raza the chained	3
bloodfen raptor	ironforge rifleman	3
bloodfen raptor	gnomish inventor	3
acidic swamp ooze	fight promoter	3
dirty rat	elemental destruction	3
babbling book	lord jaraxxus	3
feral rage	c'thun's chosen	3
ice barrier	twilight flamecaller	3
redemption	blessing of kings	3
unstable ghoul	sludge belcher	3
acidic swamp ooze	tinkertown technician	3
brann bronzebeard	ravaging ghoul	3
small-time buccaneer	ancient shieldbearer	3
acidic swamp ooze	vilefin inquisitor	3
wolfrider	flame juggler	3
worgen infiltrator	acolyte of pain	3
worgen infiltrator	refreshment vendor	3
tournament attendee	nerubian prophet	3
alleycat	puddlestomper	3
gadgetzan jouster	museum curator	3
gadgetzan jouster	piloted shredder	3
gadgetzan jouster	the skeleton knight	3
bloodfen raptor	kabal courier	3
jeweled scarab	river crocolisk	3
bluegill warrior	piloted shredder	3
bluegill warrior	bog creeper	3
huge toad	scarlet crusader	3
clockwork gnome	fireball	3
ethereal conjurer	potion of polymorph	3
ethereal conjurer	flamestrike	3
acolyte of pain	al'akir the windlord	3
n'zoth's first mate	king mukla	3
zombie chow	armored warhorse	3
zombie chow	captured jormungar	3
clockwork gnome	kabal chemist	3
zombie chow	mounted raptor	3
zombie chow	silvermoon guardian	3
conceal	conceal	3
conceal	edwin vancleef	3
acidic swamp ooze	holy fire	3
small-time buccaneer	holy nova	3
netherspite historian	spawn of shadows	3
spirit claws	chillmaw	3
patches the pirate	perdition's blade	3
acidic swamp ooze	curse of rafaam	3
swashburglar	jade blossom	3
swashburglar	volcanic lumberer	3
wild growth	nozdormu	3
bloodhoof brave	gorehowl	3
bloodhoof brave	grimy gadgeteer	3
maelstrom portal	cairne bloodhoof	3
dark peddler	stampeding kodo	3
alleycat	leeroy jenkins	3
jade idol	wisps of the old gods	3
beckoner of evil	fandral staghelm	3
beckoner of evil	ancient of war	3
refreshment vendor	dragon's breath	3
refreshment vendor	faceless summoner	3
fiery war axe	sparring partner	3
aya blackpaw	jade behemoth	3
aya blackpaw	ancient of war	3
babbling book	rhonin	3
wrath	soggoth the slitherer	3
small-time buccaneer	embrace the shadow	3
jeweled scarab	dark iron dwarf	3
mistress of mixtures	spectral knight	3
doomsayer	grimestreet protector	3
hobart grapplehammer	mortal strike	3
thoughtsteal	rallying blade	3
doomsayer	muster for battle	3
frostbolt	antique healbot	3
selfless hero	blessing of might	3
zombie chow	antique healbot	3
earthen ring farseer	toxic sewer ooze	3
lightning storm	lava burst	3
loot hoarder	ravaging ghoul	3
loot hoarder	alley armorsmith	3
loot hoarder	cruel taskmaster	3
n'zoth's first mate	ironbeak owl	3
tiny knight of evil	tiny knight of evil	3
twilight whelp	demonwrath	3
small-time buccaneer	gnomish inventor	3
small-time buccaneer	dalaran aspirant	3
patches the pirate	cabalist's tome	3
annoy-o-tron	fireball	3
annoy-o-tron	gorillabot a-3	3
ice block	tomb pillager	3
ice block	preparation	3
ice block	backstab	3
ice block	barnes	3
second-rate bruiser	power word: shield	3
potion of madness	ragnaros the firelord	3
friendly bartender	evil heckler	3
cogmaster	boneguard lieutenant	3
dire wolf alpha	stranglethorn tiger	3
dire wolf alpha	wrathguard	3
spider tank	earthen ring farseer	3
the coin	misdirection	3
small-time buccaneer	twilight darkmender	3
worgen infiltrator	water elemental	3
worgen infiltrator	polymorph	3
fiery bat	dread corsair	3
fiery bat	bloodsail raider	3
tunnel trogg	dr, boom	3
mad scientist	southsea captain	3
voidwalker	mistress of pain	3
voidwalker	antique healbot	3
bear trap	bloodsail raider	3
zombie chow	bloodsail raider	3
twilight flamecaller	manic soulcaster	3
slam	ysera	3
jeweled scarab	shadow bolt	3
fan of knives	devolve	3
small-time buccaneer	succubus	3
brann bronzebeard	the curator	3
wrath	savagery	3
northshire cleric	thing from below	3
museum curator	ragnaros the firelord	3
priest of the feast	sylvanas windrunner	3
priest of the feast	pint-size potion	3
fan of knives	spirit claws	3
small-time buccaneer	twilight summoner	3
loot hoarder	lord jaraxxus	3
loot hoarder	dragon's breath	3
questing adventurer	violet teacher	3
questing adventurer	sorcerer's apprentice	3
mortal coil	frothing berserker	3
mortal coil	bloodsail cultist	3
enchanted raven	sen'jin shieldmasta	3
netherspite historian	hungry dragon	3
malchezaar's imp	fist of jaraxxus	3
hex	hammer of twilight	3
small-time buccaneer	deadly shot	3
acidic swamp ooze	lowly squire	3
frostbolt	servant of yogg-saron	3
mortal coil	unleash the hounds	3
drain life	renounce darkness	3
a light in the darkness	tirion fordring	3
dark peddler	tinkmaster overspark	3
small-time buccaneer	renounce darkness	3
bilefin tidehunter	coldlight oracle	3
bilefin tidehunter	feral spirit	3
malchezaar's imp	lance carrier	3
jade idol	disciple of c'thun	3
jade idol	c'thun's chosen	3
small-time buccaneer	shadowform	3
a light in the darkness	shielded minibot	3
a light in the darkness	meanstreet marshal	3
small-time buccaneer	demented frostcaller	3
babbling book	demonwrath	3
netherspite historian	barnes	3
jade shuriken	yogg-saron, hope's end	3
undercity huckster	assassin's blade	3
burgle	burgle	3
barnes	yogg-saron, hope's end	3
small-time buccaneer	drain life	3
harvest golem	psych-o-tron	3
spirit claws	lotus illusionist	3
bilefin tidehunter	argent horserider	3
bilefin tidehunter	nerubian prophet	3
tunnel trogg	stormwind champion	3
tunnel trogg	youthful brewmaster	3
tunnel trogg	archmage	3
spider tank	second-rate bruiser	3
friendly bartender	force-tank max	3
spider tank	floating watcher	3
secretkeeper	hunter's mark	3
small-time buccaneer	fool's bane	3
backstab	shifting shade	3
backstab	holy smite	3
small-time buccaneer	revenge	3
southsea deckhand	ironbeak owl	3
twilight whelp	ivory knight	3
swashburglar	kabal crystal runner	3
medivh's valet	arcane blast	3
medivh's valet	fireball	3
coldlight oracle	c'thun	3
emperor thaurissan	nourish	3
selfless hero	tirion fordring	3
selfless hero	lay on hands	3
small-time buccaneer	faceless shambler	3
friendly bartender	glaivezooka	3
worgen infiltrator	kara kazham!	3
kabal courier	bane of doom	3
unearthed raptor	aya blackpaw	3
unearthed raptor	unearthed raptor	3
maelstrom portal	doppelgangster	3
dark peddler	sense demons	3
lowly squire	jungle panther	3
lowly squire	infested tauren	3
puddlestomper	haunted creeper	3
puddlestomper	big-time racketeer	3
puddlestomper	piloted shredder	3
mad bomber	hungry dragon	3
acidic swamp ooze	tinkmaster overspark	3
northshire cleric	twilight summoner	3
northshire cleric	wobbling runts	3
novice engineer	ethereal conjurer	3
mind vision	wild pyromancer	3
mind vision	wrath	3
demolisher	mana wyrm	3
northshire cleric	potion of polymorph	3
beckoner of evil	booty bay bodyguard	3
beckoner of evil	bog creeper	3
lava shock	hallazeal the ascended	3
far sight	n'zoth, the corruptor	3
silent knight	fireball	3
jade idol	sunfury protector	3
argent squire	betrayal	3
jade idol	huge toad	3
blood to ichor	bloodsail raider	3
deadly poison	assassinate	3
deadly poison	burgle	3
swashburglar	goblin auto-barber	3
grimestreet outfitter	ragnaros the firelord	3
bloodmage thalnos	tirion fordring	3
voidwalker	krul the unshackled	3
renounce darkness	mark of nature	3
mortal coil	druid of the claw	3
raven idol	boneguard lieutenant	3
tunnel trogg	mountain giant	3
small-time buccaneer	malchezaar's imp	3
kazakus	shadowform	3
northshire cleric	tirion fordring	3
preparation	malygos	3
worgen infiltrator	blessing of might	3
acolyte of pain	pint-size potion	3
acolyte of pain	confuse	3
acolyte of pain	faceless manipulator	3
kazakus	entomb	3
shadow word: pain	drakonid crusher	3
shrinkmeister	power word: shield	3
shadow word: pain	embrace the shadow	3
soulfire	power overwhelming	3
fiery war axe	auctionmaster beardo	3
fiery war axe	nat pagle	3
fiery war axe	white eyes	3
fiery war axe	moroes	3
fiery war axe	kun the forgotten king	3
faerie dragon	arcane intellect	3
murloc tidecaller	argent horserider	3
mana tide totem	second-rate bruiser	3
beckoner of evil	blood to ichor	3
sir finley mrrgglton	chillmaw	3
sir finley mrrgglton	grimestreet enforcer	3
twilight drake	curse of rafaam	3
lightning bolt	al'akir the windlord	3
dark peddler	succubus	3
doomsayer	runic egg	3
smuggler's run	fiery war axe	3
smuggler's crate	starving buzzard	3
kabal talonpriest	darkshire alchemist	3
spellbreaker	blastcrystal potion	3
spellbreaker	faceless manipulator	3
auchenai soulpriest	priest of the feast	3
auchenai soulpriest	dragonfire potion	3
auchenai soulpriest	auchenai soulpriest	3
auchenai soulpriest	acidic swamp ooze	3
wild pyromancer	blood knight	3
jeweled scarab	venture co, mercenary	3
jeweled scarab	zealous initiate	3
jeweled scarab	gadgetzan socialite	3
mistress of mixtures	burly rockjaw trogg	3
shadow word: pain	zealous initiate	3
living roots	oasis snapjaw	3
living roots	celestial dreamer	3
shadow word: pain	lightspawn	3
northshire cleric	psych-o-tron	3
northshire cleric	tinkmaster overspark	3
northshire cleric	mortal coil	3
murloc tidehunter	earth shock	3
murloc tidehunter	flametongue totem	3
twilight whelp	mana wyrm	3
loot hoarder	earth shock	3
frostbolt	corruption	3
small-time buccaneer	kabal crystal runner	3
swashburglar	blizzard	3
azure drake	medivh, the guardian	3
water elemental	counterspell	3
water elemental	effigy	3
ethereal conjurer	blizzard	3
mirror image	ethereal conjurer	3
elven archer	murloc tidehunter	3
mind vision	twilight geomancer	3
acidic swamp ooze	dread infernal	3
dark peddler	sunwalker	3
argent squire	fearsome doomguard	3
argent squire	twilight drake	3
argent squire	spellbreaker	3
argent squire	darkbomb	3
malchezaar's imp	spellbreaker	3
malchezaar's imp	siphon soul	3
darkshire councilman	harvest golem	3
mad bomber	youthful brewmaster	3
mana wyrm	avian watcher	3
mad bomber	shifting shade	3
argent squire	demonwrath	3
raven idol	pit fighter	3
cloaked huntress	loot hoarder	3
tunnel trogg	ancient of war	3
potion of madness	injured blademaster	3
hex	nerubian prophet	3
hex	master of evolution	3
shadow word: pain	twilight summoner	3
mistress of mixtures	mindgames	3
loot hoarder	sword of justice	3
swashburglar	twisting nether	3
backstab	grimestreet smuggler	3
