secretkeeper	redemption	62	0.4	null
arcane blast	reno jackson	62	0.0	null
journey below	aya blackpaw	62	0.0	null
dirty rat	hellfire	62	0.0	null
journey below	tomb pillager	62	0.0	null
mistress of mixtures	forbidden flame	62	0.0	null
dirty rat	volcanic potion	62	0.0	null
doomsayer	drakonid operative	62	0.0	null
mana wyrm	freezing potion	62	0.0	null
bloodsail corsair	power of the wild	62	0.0	null
possessed villager	silverware golem	62	0.0	null
southsea deckhand	jade spirit	62	0.0	null
acolyte of pain	equality	62	0.0	null
the coin	psych-o-tron	62	0.0	null
the coin	arcane shot	62	0.0	null
faerie dragon	blackwing corruptor	62	0.0	null
the coin	hammer of wrath	62	0.0	null
argent squire	haunted creeper	62	0.0	null
brann bronzebeard	demonwrath	62	0.0	null
argent squire	jade claws	62	0.0	null
doomsayer	living roots	62	0.0	null
mad scientist	loot hoarder	62	0.0	null
bloodsail corsair	flamewreathed faceless	62	0.0	null
argent horserider	murloc warleader	61	3.0	null
enchanted raven	savage combatant	61	0.4	null
the coin	gorehowl	61	0.0	null
the coin	avenge	61	0.0	null
the coin	muster for battle	61	0.0	null
the coin	snipe	61	0.0	null
hex	ancestral knowledge	61	0.0	null
netherspite historian	ysera	61	0.0	null
kindly grandmother	quick shot	61	0.0	null
acolyte of pain	brann bronzebeard	61	0.0	null
acolyte of pain	ice barrier	61	0.0	null
doomsayer	potion of madness	61	0.0	null
malchezaar's imp	silverware golem	61	0.0	null
patches the pirate	blackwing corruptor	61	0.0	null
living roots	kun the forgotten king	61	0.0	null
babbling book	novice engineer	61	0.0	null
kabal courier	cabalist's tome	61	0.0	null
babbling book	medivh, the guardian	61	0.0	null
barnes	maelstrom portal	61	0.0	null
jade idol	doomsayer	61	0.0	null
loot hoarder	arcane missiles	61	0.0	null
argent squire	grimestreet outfitter	61	0.0	null
the coin	selfless hero	61	0.0	null
arcane missiles	fireball	61	0.0	null
the coin	tomb spider	61	0.0	null
alexstrasza's champion	ravaging ghoul	61	0.0	null
jade shuriken	mistress of mixtures	61	0.0	null
the coin	mind vision	61	0.0	null
enchanted raven	argent squire	61	0.0	null
alley armorsmith	bash	61	0.0	null
living roots	violet teacher	61	0.0	null
shaku, the collector	argent horserider	61	0.0	null
argent horserider	bluegill warrior	61	0.0	null
bloodsail corsair	maelstrom portal	61	0.0	null
bluegill warrior	anyfin can happen	60	1.4000001	null
alleycat	infested wolf	60	0.4	null
kindly grandmother	savannah highmane	60	0.4	null
mana tide totem	lava shock	60	0.0	null
southsea deckhand	questing adventurer	60	0.0	null
forgotten torch	reno jackson	60	0.0	null
sir finley mrrgglton	slam	60	0.0	null
northshire cleric	faerie dragon	60	0.0	null
the coin	rockbiter weapon	60	0.0	null
jade swarmer	jade swarmer	60	0.0	null
doomsayer	shadow word: death	60	0.0	null
dark peddler	knife juggler	60	0.0	null
malchezaar's imp	abusive sergeant	60	0.0	null
earthen ring farseer	emperor thaurissan	60	0.0	null
bloodmage thalnos	ice lance	60	0.0	null
mistress of mixtures	swashburglar	60	0.0	null
wild growth	wisps of the old gods	60	0.0	null
acidic swamp ooze	manic soulcaster	60	0.0	null
tracking	eaglehorn bow	60	0.0	null
blackwing technician	kabal talonpriest	60	0.0	null
the coin	boulderfist ogre	60	0.0	null
enchanted raven	mark of the lotus	60	0.0	null
swashburglar	dark iron skulker	60	0.0	null
jade idol	yogg-saron, hope's end	60	0.0	null
ice block	ice barrier	59	0.4	null
lightning storm	ancestral knowledge	59	0.4	null
jade claws	elemental destruction	59	0.4	null
flame imp	blood imp	59	0.4	null
ancestral knowledge	lightning bolt	59	0.4	null
lightning bolt	earth elemental	59	0.4	null
arcane blast	polymorph	59	0.0	null
small-time buccaneer	rockbiter weapon	59	0.0	null
ravaging ghoul	execute	59	0.0	null
mountain giant	defender of argus	59	0.0	null
mountain giant	abyssal enforcer	59	0.0	null
imp gang boss	ragnaros the firelord	59	0.0	null
mortal coil	twisting nether	59	0.0	null
ice block	brann bronzebeard	59	0.0	null
kazakus	refreshment vendor	59	0.0	null
twilight drake	faceless shambler	59	0.0	null
southsea deckhand	conceal	59	0.0	null
acolyte of pain	barnes	59	0.0	null
lightning storm	bloodmage thalnos	59	0.0	null
mana wyrm	ice lance	59	0.0	null
shadow bolt	siphon soul	59	0.0	null
twilight drake	blastcrystal potion	59	0.0	null
voidwalker	mind control tech	59	0.0	null
shadow word: pain	book wyrm	59	0.0	null
netherspite historian	entomb	59	0.0	null
doomsayer	burgly bully	59	0.0	null
bloodmage thalnos	arcane missiles	59	0.0	null
argent squire	echoing ooze	59	0.0	null
mistress of mixtures	fan of knives	59	0.0	null
spirit claws	lava shock	59	0.0	null
the coin	voidcaller	59	0.0	null
far sight	far sight	59	0.0	null
mad scientist	ice lance	59	0.0	null
jade spirit	jade chieftain	59	0.0	null
innervate	violet teacher	59	0.0	null
voidwalker	patches the pirate	59	0.0	null
sorcerer's apprentice	barnes	59	0.0	null
the coin	yogg-saron, hope's end	59	0.0	null
mistress of mixtures	murloc warleader	59	0.0	null
devolve	lava shock	59	0.0	null
preparation	gadgetzan auctioneer	58	1.0	null
acidic swamp ooze	jade claws	58	1.0	null
trogg beastrager	smuggler's crate	58	0.4	null
sir finley mrrgglton	finja, the flying star	58	0.4	null
smuggler's crate	animal companion	58	0.4	null
southsea deckhand	ship's cannon	58	0.4	null
lightning bolt	elemental destruction	58	0.4	null
journey below	fan of knives	58	0.0	null
arcane blast	frost nova	58	0.0	null
twilight whelp	ragnaros the firelord	58	0.0	null
revenge	bash	58	0.0	null
bloodmage thalnos	si:7 agent	58	0.0	null
dark peddler	bloodsail corsair	58	0.0	null
forgotten torch	polymorph	58	0.0	null
wickerflame burnbristle	doomsayer	58	0.0	null
the coin	evil heckler	58	0.0	null
the coin	gilblin stalker	58	0.0	null
the coin	murloc knight	58	0.0	null
acolyte of pain	polymorph	58	0.0	null
fan of knives	shiv	58	0.0	null
kazakus	water elemental	58	0.0	null
nourish	feral rage	58	0.0	null
jade swarmer	azure drake	58	0.0	null
wild pyromancer	truesilver champion	58	0.0	null
the coin	argent commander	58	0.0	null
loot hoarder	consecration	58	0.0	null
twilight whelp	kazakus	58	0.0	null
imp gang boss	faceless manipulator	58	0.0	null
twilight whelp	doomsayer	58	0.0	null
jade spirit	aya blackpaw	58	0.0	null
novice engineer	emperor thaurissan	58	0.0	null
the coin	gnomish inventor	58	0.0	null
the coin	rallying blade	58	0.0	null
smuggler's run	sir finley mrrgglton	58	0.0	null
acolyte of pain	ice lance	58	0.0	null
the coin	razorfen hunter	58	0.0	null
the coin	savage combatant	58	0.0	null
argent squire	knife juggler	58	0.0	null
loot hoarder	reno jackson	58	0.0	null
babbling book	potion of polymorph	58	0.0	null
bloodmage thalnos	nourish	58	0.0	null
maelstrom portal	ancestral spirit	58	0.0	null
mana wyrm	kabal lackey	58	0.0	null
fiery war axe	murloc warleader	58	0.0	null
tunnel trogg	ancestral knowledge	57	0.4	null
murloc tidecaller	coldlight seer	57	0.4	null
ice block	azure drake	57	0.0	null
sorcerer's apprentice	flamestrike	57	0.0	null
wild growth	yogg-saron, hope's end	57	0.0	null
novice engineer	acidic swamp ooze	57	0.0	null
acolyte of pain	water elemental	57	0.0	null
innervate	disciple of c'thun	57	0.0	null
shadow word: pain	kazakus	57	0.0	null
undercity huckster	tomb pillager	57	0.0	null
acolyte of pain	elise starseeker	57	0.0	null
bash	execute	57	0.0	null
earthen ring farseer	abyssal enforcer	57	0.0	null
argent horserider	eviscerate	57	0.0	null
frostbolt	alexstrasza	57	0.0	null
innervate	mark of the lotus	57	0.0	null
dark peddler	spellbreaker	57	0.0	null
argent squire	feral spirit	57	0.0	null
silent knight	patches the pirate	57	0.0	null
jade swarmer	mistress of mixtures	57	0.0	null
doomsayer	deathlord	57	0.0	null
fan of knives	shadow strike	57	0.0	null
argent squire	soul of the forest	57	0.0	null
argent squire	lightning bolt	57	0.0	null
king's elekk	eaglehorn bow	57	0.0	null
loot hoarder	wrath	56	2.0	null
loot hoarder	flamewaker	56	1.0	null
voidwalker	lord jaraxxus	56	0.4	null
the coin	lowly squire	56	0.0	null
fiery bat	unleash the hounds	56	0.0	null
the coin	divine spirit	56	0.0	null
mistress of mixtures	jade claws	56	0.0	null
wrath	dark arakkoa	56	0.0	null
ice block	emperor thaurissan	56	0.0	null
brann bronzebeard	emperor thaurissan	56	0.0	null
brann bronzebeard	kabal talonpriest	56	0.0	null
the coin	aviana	56	0.0	null
power overwhelming	acidic swamp ooze	56	0.0	null
volcanic potion	water elemental	56	0.0	null
volcanic potion	kazakus	56	0.0	null
the coin	spider tank	56	0.0	null
loot hoarder	barnes	56	0.0	null
dirty rat	revenge	56	0.0	null
argent squire	truesilver champion	56	0.0	null
loot hoarder	aldor peacekeeper	56	0.0	null
forgotten torch	brann bronzebeard	56	0.0	null
ice lance	acidic swamp ooze	56	0.0	null
acidic swamp ooze	holy nova	56	0.0	null
frostbolt	manic soulcaster	56	0.0	null
sir finley mrrgglton	mark of the lotus	56	0.0	null
the coin	stormcrack	56	0.0	null
voidwalker	spellbreaker	56	0.0	null
patches the pirate	mistress of mixtures	56	0.0	null
tunnel trogg	lava shock	55	0.4	null
lightning bolt	lava shock	55	0.4	null
secretkeeper	mysterious challenger	55	0.4	null
acolyte of pain	grommash hellscream	55	0.0	null
ice block	ice lance	55	0.0	null
mistress of mixtures	maelstrom portal	55	0.0	null
kazakus	fireball	55	0.0	null
mistress of mixtures	manic soulcaster	55	0.0	null
the coin	c'thun	55	0.0	null
power overwhelming	twilight drake	55	0.0	null
shadow bolt	abyssal enforcer	55	0.0	null
the coin	antique healbot	55	0.0	null
runic egg	the coin	55	0.0	null
babbling book	arcane explosion	55	0.0	null
malchezaar's imp	mortal coil	55	0.0	null
the coin	moonglade portal	55	0.0	null
maelstrom portal	white eyes	55	0.0	null
mistress of mixtures	deathlord	55	0.0	null
mad scientist	frost nova	55	0.0	null
mad scientist	blizzard	55	0.0	null
power of the wild	wrath	55	0.0	null
grimestreet outfitter	bluegill warrior	54	3.0	null
slam	armorsmith	54	3.0	null
grimscale chum	murloc tidecaller	54	0.4	null
ancestral knowledge	lava shock	54	0.4	null
enchanted raven	menagerie warden	54	0.4	null
alleycat	tundra rhino	54	0.4	null
lightning bolt	lava burst	54	0.4	null
gadgetzan jouster	the coin	54	0.0	null
arcane blast	emperor thaurissan	54	0.0	null
loot hoarder	innervate	54	0.0	null
ravaging ghoul	brawl	54	0.0	null
the coin	youthful brewmaster	54	0.0	null
fiery war axe	the curator	54	0.0	null
bloodmage thalnos	cold blood	54	0.0	null
the coin	deathwing	54	0.0	null
ice block	archmage antonidas	54	0.0	null
shield block	justicar trueheart	54	0.0	null
smuggler's run	argent protector	54	0.0	null
the coin	auchenai soulpriest	54	0.0	null
bloodsail corsair	defender of argus	54	0.0	null
enchanted raven	bluegill warrior	54	0.0	null
i know a guy	fiery war axe	54	0.0	null
living roots	moonglade portal	54	0.0	null
doomsayer	twilight guardian	54	0.0	null
bash	brawl	54	0.0	null
shadow bolt	emperor thaurissan	54	0.0	null
shadow bolt	reno jackson	54	0.0	null
potion of madness	power word: shield	54	0.0	null
smuggler's crate	shaky zipgunner	54	0.0	null
enchanted raven	savage roar	54	0.0	null
n'zoth's first mate	grimy gadgeteer	54	0.0	null
tomb pillager	leeroy jenkins	54	0.0	null
feral rage	azure drake	54	0.0	null
barnes	lightning bolt	54	0.0	null
acolyte of pain	armorsmith	54	0.0	null
flamewaker	mirror image	54	0.0	null
smuggler's run	second-rate bruiser	54	0.0	null
doomsayer	darkbomb	54	0.0	null
kabal talonpriest	holy nova	54	0.0	null
southsea deckhand	thing from below	54	0.0	null
aldor peacekeeper	mistress of mixtures	54	0.0	null
the coin	meanstreet marshal	54	0.0	null
murloc warleader	barnes	54	0.0	null
mad scientist	novice engineer	54	0.0	null
lightning bolt	devolve	54	0.0	null
the coin	call of the wild	54	0.0	null
southsea deckhand	bash	54	0.0	null
totem golem	hammer of twilight	54	0.0	null
argent horserider	grimestreet outfitter	53	3.0	null
mana tide totem	patches the pirate	53	3.0	null
feral spirit	bloodmage thalnos	53	1.0	null
bloodmage thalnos	thing from below	53	1.0	null
small-time buccaneer	glaivezooka	53	1.0	null
southsea deckhand	hammer of twilight	53	1.0	null
eaglehorn bow	secretkeeper	53	0.4	null
the coin	medivh's valet	53	0.0	null
bluegill warrior	barnes	53	0.0	null
mana wyrm	faceless summoner	53	0.0	null
northshire cleric	sylvanas windrunner	53	0.0	null
mana wyrm	ethereal conjurer	53	0.0	null
wrath	naturalize	53	0.0	null
mind control tech	earthen ring farseer	53	0.0	null
eaglehorn bow	animal companion	53	0.0	null
refreshment vendor	bloodmage thalnos	53	0.0	null
novice engineer	novice engineer	53	0.0	null
questing adventurer	leeroy jenkins	53	0.0	null
the coin	medivh, the guardian	53	0.0	null
smuggler's run	tirion fordring	53	0.0	null
acolyte of pain	frost nova	53	0.0	null
hellfire	demonwrath	53	0.0	null
loot hoarder	polymorph	53	0.0	null
refreshment vendor	frostbolt	53	0.0	null
acidic swamp ooze	potion of madness	53	0.0	null
wrath	kun the forgotten king	53	0.0	null
buccaneer	cold blood	53	0.0	null
doomsayer	mirror image	53	0.0	null
flametongue totem	hex	53	0.0	null
jade idol	mounted raptor	53	0.0	null
lightning bolt	jade spirit	53	0.0	null
the coin	freezing potion	53	0.0	null
the coin	potion of polymorph	53	0.0	null
animal companion	quick shot	53	0.0	null
buccaneer	argent squire	53	0.0	null
kabal talonpriest	azure drake	53	0.0	null
doomsayer	feral rage	53	0.0	null
mistress of mixtures	sap	53	0.0	null
mana wyrm	kabal courier	53	0.0	null
armorsmith	whirlwind	53	0.0	null
mana wyrm	volcanic potion	53	0.0	null
dragon egg	dragon egg	53	0.0	null
undercity huckster	sap	53	0.0	null
mistress of mixtures	ivory knight	53	0.0	null
backstab	naga corsair	53	0.0	null
sorcerer's apprentice	unstable portal	53	0.0	null
tunnel trogg	bluegill warrior	53	0.0	null
patches the pirate	aya blackpaw	52	3.0	null
cult sorcerer	azure drake	52	1.0	null
kindly grandmother	king's elekk	52	0.4	null
grimscale chum	grimscale oracle	52	0.4	null
malchezaar's imp	wrathguard	52	0.4	null
the coin	twisted worgen	52	0.0	null
journey below	azure drake	52	0.0	null
flametongue totem	azure drake	52	0.0	null
si:7 agent	gadgetzan auctioneer	52	0.0	null
alexstrasza's champion	the curator	52	0.0	null
the coin	fen creeper	52	0.0	null
acolyte of pain	sylvanas windrunner	52	0.0	null
acidic swamp ooze	swashburglar	52	0.0	null
the coin	circle of healing	52	0.0	null
kabal courier	shadow bolt	52	0.0	null
light's justice	the coin	52	0.0	null
dark peddler	ragnaros the firelord	52	0.0	null
jade swarmer	sap	52	0.0	null
innervate	coldlight oracle	52	0.0	null
jade lightning	azure drake	52	0.0	null
forgotten torch	emperor thaurissan	52	0.0	null
barnes	bloodmage thalnos	52	0.0	null
gadgetzan socialite	the coin	52	0.0	null
mad scientist	small-time buccaneer	52	0.0	null
wild growth	mark of the lotus	52	0.0	null
bloodmage thalnos	jade blossom	52	0.0	null
lightning bolt	healing wave	52	0.0	null
ice block	forbidden flame	52	0.0	null
small-time buccaneer	execute	52	0.0	null
armorsmith	bloodhoof brave	52	0.0	null
sorcerer's apprentice	archmage antonidas	52	0.0	null
southsea deckhand	jungle panther	52	0.0	null
n'zoth's first mate	finja, the flying star	52	0.0	null
spirit claws	white eyes	51	1.0	null
trogg beastrager	animal companion	51	0.4	null
lightning bolt	jinyu waterspeaker	51	0.4	null
smuggler's crate	dispatch kodo	51	0.4	null
secretkeeper	competitive spirit	51	0.4	null
the coin	ancient watcher	51	0.0	null
counterfeit coin	shiv	51	0.0	null
the coin	pit fighter	51	0.0	null
argent squire	flame juggler	51	0.0	null
the coin	succubus	51	0.0	null
frothing berserker	faerie dragon	51	0.0	null
swashburglar	ethereal peddler	51	0.0	null
the coin	doomhammer	51	0.0	null
acidic swamp ooze	blastcrystal potion	51	0.0	null
mistress of mixtures	flame imp	51	0.0	null
grimestreet outfitter	consecration	51	0.0	null
mistress of mixtures	shadow word: pain	51	0.0	null
the coin	forbidden healing	51	0.0	null
doomsayer	holy nova	51	0.0	null
acolyte of pain	gorehowl	51	0.0	null
innervate	mark of the wild	51	0.0	null
loot hoarder	ivory knight	51	0.0	null
blackwing technician	power word: shield	51	0.0	null
ice block	alexstrasza	51	0.0	null
the coin	crackle	51	0.0	null
volcanic potion	fireball	51	0.0	null
living roots	aviana	51	0.0	null
raven idol	naturalize	51	0.0	null
forbidden ritual	flame imp	51	0.0	null
mistress of mixtures	kabal talonpriest	51	0.0	null
acidic swamp ooze	possessed villager	51	0.0	null
murloc raider	the coin	51	0.0	null
n'zoth's first mate	netherspite historian	51	0.0	null
acidic swamp ooze	jade blossom	51	0.0	null
grimscale chum	bluegill warrior	50	3.4	null
dirty rat	azure drake	50	1.0	null
azure drake	flamewaker	50	1.0	null
thing from below	azure drake	50	1.0	null
smuggler's crate	kill command	50	0.4	null
acidic swamp ooze	shadowflame	50	0.0	null
doomsayer	inkmaster solia	50	0.0	null
mountain giant	shadowflame	50	0.0	null
dirty rat	sunfury protector	50	0.0	null
the coin	fire elemental	50	0.0	null
dirty rat	siphon soul	50	0.0	null
shadow bolt	faceless shambler	50	0.0	null
acolyte of pain	forbidden flame	50	0.0	null
the coin	injured blademaster	50	0.0	null
the coin	ragnaros, lightlord	50	0.0	null
jade swarmer	si:7 agent	50	0.0	null
jade swarmer	tomb pillager	50	0.0	null
undercity huckster	jade shuriken	50	0.0	null
the coin	evolve	50	0.0	null
twilight guardian	potion of madness	50	0.0	null
jade spirit	jade spirit	50	0.0	null
heroic strike	arcanite reaper	50	0.0	null
argent squire	loot hoarder	50	0.0	null
acidic swamp ooze	argent squire	50	0.0	null
the coin	battle rage	50	0.0	null
forgotten torch	manic soulcaster	50	0.0	null
the coin	nerubian egg	50	0.0	null
acolyte of pain	alexstrasza	50	0.0	null
silent knight	bluegill warrior	50	0.0	null
ancestral knowledge	elemental destruction	49	0.4	null
voidwalker	succubus	49	0.4	null
secretkeeper	cloaked huntress	49	0.4	null
wyrmrest agent	chillmaw	49	0.0	null
acidic swamp ooze	inkmaster solia	49	0.0	null
undercity huckster	unearthed raptor	49	0.0	null
the coin	silverware golem	49	0.0	null
kazakus	reno jackson	49	0.0	null
hex	elemental destruction	49	0.0	null
enchanted raven	wrath	49	0.0	null
sir finley mrrgglton	ragnaros the firelord	49	0.0	null
acolyte of pain	solemn vigil	49	0.0	null
power overwhelming	earthen ring farseer	49	0.0	null
ice block	firelands portal	49	0.0	null
dirty rat	blizzard	49	0.0	null
brann bronzebeard	jade lightning	49	0.0	null
doomsayer	dragonfire potion	49	0.0	null
doomsayer	ethereal conjurer	49	0.0	null
twilight drake	shadowflame	49	0.0	null
the coin	hozen healer	49	0.0	null
living roots	haunted creeper	49	0.0	null
bloodsail corsair	mark of the wild	49	0.0	null
the coin	greater healing potion	49	0.0	null
blackwing technician	azure drake	49	0.0	null
voidwalker	faceless shambler	49	0.0	null
museum curator	shadow word: death	49	0.0	null
spirit claws	thunder bluff valiant	49	0.0	null
living roots	malygos	49	0.0	null
blastcrystal potion	earthen ring farseer	49	0.0	null
the coin	corrupted seer	49	0.0	null
netherspite historian	museum curator	49	0.0	null
tunnel trogg	doppelgangster	49	0.0	null
shaku, the collector	sap	49	0.0	null
bloodmage thalnos	devolve	49	0.0	null
mistress of mixtures	power word: shield	49	0.0	null
museum curator	power word: shield	49	0.0	null
the coin	hungry dragon	49	0.0	null
malchezaar's imp	bloodsail corsair	49	0.0	null
frothing berserker	dread corsair	49	0.0	null
dark peddler	dark peddler	49	0.0	null
backstab	coldlight oracle	49	0.0	null
smuggler's run	sen'jin shieldmasta	49	0.0	null
muster for battle	secretkeeper	49	0.0	null
mistress of mixtures	piloted shredder	49	0.0	null
flametongue totem	jade spirit	49	0.0	null
raven idol	violet teacher	49	0.0	null
bloodsail corsair	hammer of twilight	48	1.0	null
flametongue totem	flametongue totem	48	0.2	null
dark peddler	argent squire	48	0.0	null
forgotten torch	ice lance	48	0.0	null
journey below	si:7 agent	48	0.0	null
second-rate bruiser	refreshment vendor	48	0.0	null
mistress of mixtures	barnes	48	0.0	null
northshire cleric	dirty rat	48	0.0	null
twilight drake	lord jaraxxus	48	0.0	null
enchanted raven	murloc warleader	48	0.0	null
mountain giant	power overwhelming	48	0.0	null
smuggler's run	acidic swamp ooze	48	0.0	null
wyrmrest agent	raza the chained	48	0.0	null
babbling book	effigy	48	0.0	null
argent squire	rallying blade	48	0.0	null
loot hoarder	jade spirit	48	0.0	null
water elemental	firelands portal	48	0.0	null
sap	azure drake	48	0.0	null
feral rage	fandral staghelm	48	0.0	null
spirit claws	ancestral knowledge	48	0.0	null
the coin	master jouster	48	0.0	null
acolyte of pain	arcane missiles	48	0.0	null
brann bronzebeard	hex	48	0.0	null
lightning storm	flametongue totem	48	0.0	null
faerie dragon	fierce monkey	48	0.0	null
small-time buccaneer	animal companion	48	0.0	null
twilight whelp	excavated evil	48	0.0	null
king's elekk	quick shot	48	0.0	null
raven idol	acidic swamp ooze	48	0.0	null
mirror image	fireball	48	0.0	null
backstab	shadow sensei	48	0.0	null
argent squire	jade lightning	48	0.0	null
dragon egg	soul of the forest	48	0.0	null
mistress of mixtures	consecration	48	0.0	null
si:7 agent	murloc warleader	48	0.0	null
tunnel trogg	murloc warleader	48	0.0	null
azure drake	devolve	48	0.0	null
flamewreathed faceless	jade lightning	48	0.0	null
shiv	preparation	47	1.0	null
fiery war axe	death's bite	47	1.0	null
avenge	noble sacrifice	47	0.4	null
smuggler's crate	scavenging hyena	47	0.4	null
murloc tidecaller	sir finley mrrgglton	47	0.4	null
grimscale chum	murloc tidehunter	47	0.4	null
acidic swamp ooze	maelstrom portal	47	0.0	null
forgotten torch	arcane missiles	47	0.0	null
alexstrasza's champion	ragnaros the firelord	47	0.0	null
ice barrier	fireball	47	0.0	null
mind control tech	twilight drake	47	0.0	null
mountain giant	lord jaraxxus	47	0.0	null
dirty rat	abyssal enforcer	47	0.0	null
doomsayer	excavated evil	47	0.0	null
smuggler's run	equality	47	0.0	null
mad scientist	bloodmage thalnos	47	0.0	null
acidic swamp ooze	dragonfire potion	47	0.0	null
hellfire	brann bronzebeard	47	0.0	null
the coin	violet illusionist	47	0.0	null
brann bronzebeard	mind control tech	47	0.0	null
ancient watcher	doomsayer	47	0.0	null
mistress of mixtures	ice barrier	47	0.0	null
mortal coil	lord jaraxxus	47	0.0	null
flame imp	patches the pirate	47	0.0	null
cult sorcerer	firelands portal	47	0.0	null
the coin	argent protector	47	0.0	null
second-rate bruiser	demonwrath	47	0.0	null
backstab	xaril, poisoned mind	47	0.0	null
the coin	webspinner	47	0.0	null
eviscerate	azure drake	47	0.0	null
lightning bolt	ancestral spirit	47	0.0	null
the coin	kabal lackey	47	0.0	null
smuggler's run	murloc knight	47	0.0	null
living roots	soul of the forest	47	0.0	null
quick shot	tracking	47	0.0	null
enchanted raven	mark of the wild	47	0.0	null
arcane intellect	gadgetzan auctioneer	47	0.0	null
argent squire	xaril, poisoned mind	47	0.0	null
silent knight	murloc warleader	47	0.0	null
small-time buccaneer	eaglehorn bow	46	1.0	null
argent horserider	azure drake	46	1.0	null
murloc tidecaller	murloc tinyfin	46	0.4	null
ship's cannon	bloodsail raider	46	0.4	null
noble sacrifice	redemption	46	0.4	null
gadgetzan auctioneer	southsea deckhand	46	0.0	null
undercity huckster	bloodmage thalnos	46	0.0	null
arcane blast	ice barrier	46	0.0	null
arcane blast	manic soulcaster	46	0.0	null
babbling book	dragon's breath	46	0.0	null
the coin	thunder bluff valiant	46	0.0	null
totem golem	white eyes	46	0.0	null
demonwrath	refreshment vendor	46	0.0	null
forgotten torch	refreshment vendor	46	0.0	null
babbling book	vaporize	46	0.0	null
the coin	mechwarper	46	0.0	null
northshire cleric	darkshire alchemist	46	0.0	null
si:7 agent	questing adventurer	46	0.0	null
acidic swamp ooze	raza the chained	46	0.0	null
acolyte of pain	reno jackson	46	0.0	null
doomsayer	raza the chained	46	0.0	null
forgotten torch	flamewaker	46	0.0	null
mistress of mixtures	archmage antonidas	46	0.0	null
shield block	elise starseeker	46	0.0	null
shield block	shield block	46	0.0	null
the coin	ironfur grizzly	46	0.0	null
loot hoarder	solemn vigil	46	0.0	null
shiv	bloodmage thalnos	46	0.0	null
twilight whelp	kabal songstealer	46	0.0	null
ship's cannon	upgrade!	46	0.0	null
babbling book	ragnaros the firelord	46	0.0	null
frostbolt	mind control tech	46	0.0	null
grimestreet outfitter	keeper of uldaman	46	0.0	null
loot hoarder	grimestreet outfitter	46	0.0	null
refreshment vendor	arcane blast	46	0.0	null
dirty rat	execute	46	0.0	null
arcane blast	archmage antonidas	46	0.0	null
doomsayer	ragnaros, lightlord	46	0.0	null
disciple of c'thun	wrath	46	0.0	null
slam	brawl	46	0.0	null
argent squire	nerubian egg	46	0.0	null
tomb pillager	mistress of mixtures	46	0.0	null
kabal courier	sunfury protector	46	0.0	null
the coin	explorer's hat	46	0.0	null
acolyte of pain	anyfin can happen	46	0.0	null
the coin	beneath the grounds	46	0.0	null
the coin	squirming tentacle	46	0.0	null
argent squire	undercity huckster	46	0.0	null
argent horserider	cold blood	45	3.0	null
acidic swamp ooze	acidic swamp ooze	45	0.5	null
secretkeeper	explosive trap	45	0.4	null
alleycat	dire wolf alpha	45	0.4	null
mad scientist	mad scientist	45	0.2	null
the coin	fallen hero	45	0.0	null
acidic swamp ooze	twisting nether	45	0.0	null
babbling book	faceless summoner	45	0.0	null
brann bronzebeard	abyssal enforcer	45	0.0	null
si:7 agent	edwin vancleef	45	0.0	null
jade swarmer	bloodmage thalnos	45	0.0	null
mountain giant	blastcrystal potion	45	0.0	null
mountain giant	kabal courier	45	0.0	null
jade swarmer	aya blackpaw	45	0.0	null
twilight drake	sylvanas windrunner	45	0.0	null
undercity huckster	cold blood	45	0.0	null
fiery bat	freezing trap	45	0.0	null
twilight whelp	raza the chained	45	0.0	null
novice engineer	alexstrasza	45	0.0	null
the coin	silver hand regent	45	0.0	null
the coin	dragonkin sorcerer	45	0.0	null
truesilver champion	consecration	45	0.0	null
cult sorcerer	arcane blast	45	0.0	null
n'zoth's first mate	deathwing	45	0.0	null
swipe	fandral staghelm	45	0.0	null
faerie dragon	drakonid crusher	45	0.0	null
small-time buccaneer	explosive trap	45	0.0	null
secretkeeper	animal companion	45	0.0	null
tracking	unleash the hounds	45	0.0	null
wrath	coldlight oracle	45	0.0	null
argent squire	dire wolf alpha	45	0.0	null
murloc tidecaller	smuggler's run	45	0.0	null
jade idol	naturalize	45	0.0	null
the coin	kobold geomancer	45	0.0	null
northshire cleric	emperor thaurissan	45	0.0	null
mistress of mixtures	argent horserider	45	0.0	null
bloodsail corsair	savage roar	45	0.0	null
mistress of mixtures	equality	45	0.0	null
si:7 agent	bluegill warrior	45	0.0	null
patches the pirate	finja, the flying star	44	3.0	null
smuggler's crate	rat pack	44	0.4	null
rat pack	kindly grandmother	44	0.4	null
voidwalker	tiny knight of evil	44	0.4	null
sir finley mrrgglton	grimscale oracle	44	0.4	null
fiery bat	infested wolf	44	0.4	null
the coin	inner fire	44	0.0	null
grimscale chum	grimestreet outfitter	44	0.0	null
n'zoth's first mate	grommash hellscream	44	0.0	null
brann bronzebeard	swashburglar	44	0.0	null
backstab	beneath the grounds	44	0.0	null
smuggler's run	selfless hero	44	0.0	null
acolyte of pain	ivory knight	44	0.0	null
dirty rat	dirty rat	44	0.0	null
dirty rat	sylvanas windrunner	44	0.0	null
twilight drake	twisting nether	44	0.0	null
jeweled scarab	kabal courier	44	0.0	null
twilight drake	shadow word: pain	44	0.0	null
